Metric Category,Metric Name,Value
Broker,CPU Min (%),12.00453
Broker,CPU Max (%),17.03297
Broker,CPU Avg (%),13.98017
Broker,CPU Variance,0.67604
Broker,Memory Min (MB),39.60105
Broker,Memory Max (MB),39.96280
Broker,Memory Avg (MB),39.74236
Broker,Memory Variance,0.00543
Messaging,Latency Min (ms),-8.12125
Messaging,Latency Max (ms),201.49493
Messaging,Latency Avg (ms),21.76369
Messaging,Latency Variance,338.17565
Messaging,Throughput (msgs/sec),332.07287
Messaging,Avg Header Size (bytes),27.05026
Messaging,Data Messages,59605
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,59557
Purpose Correctness,Total Invalid Messages,48
Purpose Correctness,Total Expected,59592
Purpose Correctness,Total Received,59605
Purpose Correctness,Total Rejected,12
Purpose Correctness,Avg False Accept Rate,0.0008
Purpose Correctness,Avg False Reject Rate,0.0002
